species,region,gear,season,vessel_size,area,days,n_ind
G,North,Gillnets,spring,large,e,99.9867243700793,0
H,North,Gillnets,spring,large,e,100.473099336934,2
I,North,Gillnets,spring,large,e,202.068370464053,0
J,North,Gillnets,spring,large,e,165.264661128039,0
A,South,Gillnets,spring,large,e,74.1876765109567,1
B,South,Gillnets,spring,large,e,124.633537690555,0
C,South,Gillnets,spring,large,e,143.06783730144,0
D,South,Gillnets,spring,large,e,167.038258506859,34
E,South,Gillnets,spring,large,e,99.5680100778167,0
F,South,Gillnets,spring,large,e,203.369074319109,0
G,South,Gillnets,spring,large,e,119.547101243725,0
H,South,Gillnets,spring,large,e,149.561471233312,0
I,South,Gillnets,spring,large,e,182.088816779863,0
J,South,Gillnets,spring,large,e,122.901245926069,0
A,North,Longlines,spring,large,e,103.838540053678,0
B,North,Longlines,spring,large,e,137.489029653897,3
C,North,Longlines,spring,large,e,83.1789432189277,1
D,North,Longlines,spring,large,e,185.583930826145,0
E,North,Longlines,spring,large,e,187.656186565316,0
F,North,Longlines,spring,large,e,188.056165504586,0
G,North,Longlines,spring,large,e,146.637631309966,0
H,North,Longlines,spring,large,e,149.790024500987,0
I,North,Longlines,spring,large,e,160.301253676441,0
J,North,Longlines,spring,large,e,173.814051186396,0
A,South,Longlines,spring,large,e,127.333690427685,11
B,South,Longlines,spring,large,e,109.061011762292,0
C,South,Longlines,spring,large,e,172.469170617708,49
D,South,Longlines,spring,large,e,138.299913692724,0
E,South,Longlines,spring,large,e,158.177512091424,0
F,South,Longlines,spring,large,e,212.394239336944,0
G,South,Longlines,spring,large,e,126.797950303784,0
H,South,Longlines,spring,large,e,198.32454490887,0
I,South,Longlines,spring,large,e,179.804990578277,0
J,South,Longlines,spring,large,e,74.7776943441222,0
A,North,Trawlers,spring,large,e,382.883425829889,0
B,North,Trawlers,spring,large,e,321.014463717272,0
C,North,Trawlers,spring,large,e,563.367011134462,0
D,North,Trawlers,spring,large,e,400.406826616953,609
E,North,Trawlers,spring,large,e,191.563647013448,207
F,North,Trawlers,spring,large,e,335.093754039882,0
G,North,Trawlers,spring,large,e,264.811753788798,0
H,North,Trawlers,spring,large,e,222.928123218213,6
I,North,Trawlers,spring,large,e,332.933635999295,0
J,North,Trawlers,spring,large,e,408.804218028624,0
A,South,Trawlers,spring,large,e,280.591312525506,0
B,South,Trawlers,spring,large,e,478.106405479894,7
C,South,Trawlers,spring,large,e,313.693142306993,0
D,South,Trawlers,spring,large,e,515.82207537883,1216
E,South,Trawlers,spring,large,e,230.973479078695,3
F,South,Trawlers,spring,large,e,388.218956196422,0
G,South,Trawlers,spring,large,e,352.860102581721,0
H,South,Trawlers,spring,large,e,372.337623290979,1
I,South,Trawlers,spring,large,e,321.796733445097,0
J,South,Trawlers,spring,large,e,275.048377345374,0
A,North,Gillnets,summer,large,e,139.514810399554,13
B,North,Gillnets,summer,large,e,181.012729787168,2
C,North,Gillnets,summer,large,e,165.184966751232,0
D,North,Gillnets,summer,large,e,231.177956783742,34
E,North,Gillnets,summer,large,e,228.894830981113,23
F,North,Gillnets,summer,large,e,107.470565128607,0
G,North,Gillnets,summer,large,e,165.995587899536,0
H,North,Gillnets,summer,large,e,79.1816074874316,0
I,North,Gillnets,summer,large,e,156.945310872266,0
J,North,Gillnets,summer,large,e,208.715338160467,0
A,South,Gillnets,summer,large,e,236.205922099519,24
B,South,Gillnets,summer,large,e,141.668336711831,2
C,South,Gillnets,summer,large,e,179.039348331104,2
D,South,Gillnets,summer,large,e,137.023807457459,182
E,South,Gillnets,summer,large,e,113.842489371822,0
F,South,Gillnets,summer,large,e,146.687289016601,0
G,South,Gillnets,summer,large,e,181.650668353004,0
H,South,Gillnets,summer,large,e,107.542166541009,0
I,South,Gillnets,summer,large,e,225.934493208969,0
J,South,Gillnets,summer,large,e,167.558204241492,0
A,North,Longlines,summer,large,e,241.210321428876,2
B,North,Longlines,summer,large,e,154.515125065499,0
C,North,Longlines,summer,large,e,149.363862435216,11
D,North,Longlines,summer,large,e,178.396292613605,0
E,North,Longlines,summer,large,e,214.370042560876,0
F,North,Longlines,summer,large,e,240.721007843869,0
G,North,Longlines,summer,large,e,157.721316770966,0
H,North,Longlines,summer,large,e,166.466757847869,0
I,North,Longlines,summer,large,e,226.575463231677,0
J,North,Longlines,summer,large,e,247.085690633679,0
A,South,Longlines,summer,large,e,141.709852095292,2
B,South,Longlines,summer,large,e,193.007607789857,1
C,South,Longlines,summer,large,e,120.561221663462,0
D,South,Longlines,summer,large,e,149.479596574603,0
E,South,Longlines,summer,large,e,127.803331293855,0
F,South,Longlines,summer,large,e,193.922373603879,0
G,South,Longlines,summer,large,e,145.056783234104,0
H,South,Longlines,summer,large,e,109.452587567869,0
I,South,Longlines,summer,large,e,73.0264080033181,0
J,South,Longlines,summer,large,e,103.579208269381,0
A,North,Trawlers,summer,large,e,413.124461925491,0
B,North,Trawlers,summer,large,e,461.589510279885,0
C,North,Trawlers,summer,large,e,614.955627672326,45
D,North,Trawlers,summer,large,e,546.92134007977,97
E,North,Trawlers,summer,large,e,430.951368681587,198
F,North,Trawlers,summer,large,e,379.421042806891,0
G,North,Trawlers,summer,large,e,352.361279119095,0
H,North,Trawlers,summer,large,e,347.987191662675,1
I,North,Trawlers,summer,large,e,338.799652135277,0
J,North,Trawlers,summer,large,e,377.224895763649,0
A,South,Trawlers,summer,large,e,583.271816402597,0
B,South,Trawlers,summer,large,e,453.049521651551,0
C,South,Trawlers,summer,large,e,513.752034666903,6
D,South,Trawlers,summer,large,e,435.462292484606,786
E,South,Trawlers,summer,large,e,334.907834796394,1
F,South,Trawlers,summer,large,e,395.420959539115,0
G,South,Trawlers,summer,large,e,361.741088477223,0
H,South,Trawlers,summer,large,e,256.75562464553,2
I,South,Trawlers,summer,large,e,191.1756100021,0
J,South,Trawlers,summer,large,e,262.525589702401,0
A,North,Gillnets,fall,large,e,0,0
B,North,Gillnets,fall,large,e,0,0
C,North,Gillnets,fall,large,e,0,0
D,North,Gillnets,fall,large,e,0,0
E,North,Gillnets,fall,large,e,0,0
F,North,Gillnets,fall,large,e,0,0
G,North,Gillnets,fall,large,e,0,0
H,North,Gillnets,fall,large,e,0,0
I,North,Gillnets,fall,large,e,0,0
J,North,Gillnets,fall,large,e,0,0
A,South,Gillnets,fall,large,e,0,0
B,South,Gillnets,fall,large,e,0,0
C,South,Gillnets,fall,large,e,0,0
D,South,Gillnets,fall,large,e,0,0
E,South,Gillnets,fall,large,e,0,0
F,South,Gillnets,fall,large,e,0,0
G,South,Gillnets,fall,large,e,0,0
H,South,Gillnets,fall,large,e,0,0
I,South,Gillnets,fall,large,e,0,0
J,South,Gillnets,fall,large,e,0,0
A,North,Longlines,fall,large,e,152.263445138107,25
B,North,Longlines,fall,large,e,172.957865271621,10
C,North,Longlines,fall,large,e,177.207960963253,1
D,North,Longlines,fall,large,e,96.258316162366,0
E,North,Longlines,fall,large,e,95.351774087717,0
F,North,Longlines,fall,large,e,131.490610119926,0
G,North,Longlines,fall,large,e,182.543371448953,0
H,North,Longlines,fall,large,e,98.2361594111887,0
I,North,Longlines,fall,large,e,171.570661358416,0
J,North,Longlines,fall,large,e,131.48928962868,0
A,South,Longlines,fall,large,e,156.198297808589,50
B,South,Longlines,fall,large,e,112.412324996526,0
C,South,Longlines,fall,large,e,153.477979055311,1
D,South,Longlines,fall,large,e,140.264031678358,0
E,South,Longlines,fall,large,e,84.327651655056,0
F,South,Longlines,fall,large,e,134.218029984935,0
G,South,Longlines,fall,large,e,94.5788750880227,0
H,South,Longlines,fall,large,e,149.439120159012,0
I,South,Longlines,fall,large,e,133.064271904315,0
J,South,Longlines,fall,large,e,141.242873631975,0
A,North,Trawlers,fall,large,e,425.827320452677,0
B,North,Trawlers,fall,large,e,353.607131238376,36
C,North,Trawlers,fall,large,e,424.598665485089,8
D,North,Trawlers,fall,large,e,273.632314370246,51
E,North,Trawlers,fall,large,e,366.998818954222,15
F,North,Trawlers,fall,large,e,319.117335656694,0
G,North,Trawlers,fall,large,e,455.743853267008,0
H,North,Trawlers,fall,large,e,435.265820057625,4
I,North,Trawlers,fall,large,e,259.097795245089,0
J,North,Trawlers,fall,large,e,507.765946396085,0
A,South,Trawlers,fall,large,e,294.278093802629,0
B,South,Trawlers,fall,large,e,358.084777307801,5
C,South,Trawlers,fall,large,e,450.018600340527,0
D,South,Trawlers,fall,large,e,435.564051566685,404
E,South,Trawlers,fall,large,e,401.378062547615,7
F,South,Trawlers,fall,large,e,465.311287255533,0
G,South,Trawlers,fall,large,e,477.682913225513,0
H,South,Trawlers,fall,large,e,226.074988509825,0
I,South,Trawlers,fall,large,e,313.109150417541,0
J,South,Trawlers,fall,large,e,432.447330761284,0
